Theme,Subtheme,Keyword,Emotion
RELATIONSHIPS & SOCIAL LIFE,Friendship,apology,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,loyalty,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,reliability,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,dependability,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,frenemy,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,toxic friendship,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,friendship breakup,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,platonic love,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,brotherhood,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,sisterhood,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,solidarity,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,team spirit,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,double date,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,night out,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,coffee date,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,study session,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,gym buddy,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,travel companion,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,venting,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,advice,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,celebration,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,congratulations,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,sympathy,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,encouragement,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,friendiversary,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,memory,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,shared experience,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,common interest,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,mutual friend,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,social media friends,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,ignore,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,new friend,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,old friend,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,long-distance friendship,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,growing apart,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,jealousy,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,competition,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,comparison,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Friendship,third wheel,"love, caring, admiration, gratitude, neutral, approval, grief, sadness"
RELATIONSHIPS & SOCIAL LIFE,Love life,love,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,crush,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,boyfriend,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,girlfriend,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,heartbreak,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,date,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,relationship,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,intimacy,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,break up,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,partner,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,romantic,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,soulmate,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,passion,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,affection,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,flirting,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,flirty,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,proposal,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,engagement,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,marriage,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,wedding,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,wife,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,husband,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,spouse,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,commitment,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,jealousy,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,longing,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,lust,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,cuddle,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,anniversary,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,romantic gesture,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,love letter,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,secret admirer,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,unrequited love,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,significant other,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,partner,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,lover,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,sweetheart,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,darling,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,better half,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,first date,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,blind date,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,hookup,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,casual dating,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,serious relationship,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,exclusive,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,one-night stand,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,situationship,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,long-distance relationship,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,open relationship,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,polyamory,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,infatuation,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,puppy love,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,chemistry,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,spark,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,connection,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,butterflies,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,honeymoon phase,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,settling down,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,moving in,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,sex,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,meet the parents,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,growing old together,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,separation,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,divorce,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,split,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,dumped,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,ghosted,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,cheating,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,affair,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,unfaithful,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,reconciliation,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,second chance,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,on-again-off-again,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,toxic relationship,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,codependency,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,arguments,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,makeup sex,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,couples therapy,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,love language,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,quality time,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,kiss,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,embrace,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,hold hands,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,making love,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,attraction,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,desire,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,yearning,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,pining,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,obsession,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
RELATIONSHIPS & SOCIAL LIFE,Love life,possessiveness,"love, caring, joy, admiration, desire, surprise, disappointment, sadness, gratitude"
